Cluster,Biden Votes Weighted,Trump Votes Weighted
0,222551.17926052684,209153.53956203067
1,224558.7916268781,195585.31970714594
2,283478.8507519925,140010.03879539433
3,146515.7783721358,202660.33755663832
4,272919.43446207925,179906.0090894806
5,182497.03792057667,210731.97920978605
6,153444.45592562348,198633.79906244355
7,149005.47286847542,230151.36635092107
8,319114.4268874563,180851.10666018733
9,117768.92050014669,269344.83161967556
10,163504.95163316323,172259.08240900293
11,200152.33238068293,155354.03553808786
12,127399.04643318207,179715.93563574835
13,121381.32097708038,234415.61880345724
