Cluster,Biden Votes Weighted,Trump Votes Weighted
0,171027.3700543405,227383.17953549055
1,117578.19293959162,202321.3448077076
2,311720.65424420964,195745.81131620432
3,163890.75790700447,207598.6418577755
4,178044.22379004554,211257.23574086803
5,154347.3588702618,161198.07913219027
6,190905.81275438814,188552.283262336
7,172811.75609860284,194452.42121138703
8,149930.15134880005,209081.50119986222
9,106863.9256117622,258157.76140196595
10,180706.4982801664,206732.89213430136
11,214119.18889273427,182569.35651041087
12,317399.931566056,135940.72231406547
13,254946.1776420362,177781.7695754346
