Cluster,Biden Votes Weighted,Trump Votes Weighted
0,182265.64644397376,210265.85471534156
1,299764.6804454197,128513.38750704545
2,207918.24752522624,182786.6127647296
3,280548.84876754583,179906.48497140832
4,124814.04969086782,256968.07185347748
5,268625.8659751299,179370.45095737066
6,153753.26898431114,200863.9678997332
7,199911.57101730703,201392.62722463376
8,161084.4255615008,159585.8647787609
9,119469.02887009016,267566.0776797652
10,216341.75962874654,214129.5437498607
11,164822.6898762649,176781.67533174405
12,113878.67831807486,179401.91451761726
13,191093.238895541,221240.46604851168
