Cluster,Biden Votes Weighted,Trump Votes Weighted
0,119650.765544649,267955.432257483
1,153918.4624850448,201091.90466150644
2,298944.7325692658,128207.17199197691
3,161292.27507269743,159801.66668412954
4,217524.08463101415,214879.805510779
5,124525.57072028572,256648.9263526168
6,208396.4207753733,182872.4527011298
7,182271.74173601024,210282.4631350548
8,199955.89543559126,201451.78859694832
9,279551.1481679044,179313.43123423553
10,113848.62580684315,179336.43489688126
11,164788.6548627824,176746.03949867256
12,190659.16349285044,220561.7954109046
13,268964.4586996876,179623.68706768125
