Cluster,Biden Votes Weighted,Trump Votes Weighted
0,300438.1714723079,174851.9338622231
1,146925.56405900847,232229.5796733107
2,221355.53286847196,193449.42099008788
3,183565.17601581014,213233.21637964912
4,221776.00647455725,194762.58040650186
5,126691.37179211137,228170.75113411382
6,273394.50353131053,143680.61675093503
7,150940.92046429735,202402.9781726942
8,163421.3075359226,171247.9808776555
9,117498.24909029377,180594.1013748841
10,262636.024830987,178747.3410978678
11,171486.2932830283,168793.86851393015
12,223401.70231500774,202037.31673533245
13,120761.17626688536,274571.3140308141
