Cluster,Biden Votes Weighted,Trump Votes Weighted
0,276736.4688605719,139576.11720122944
1,181975.27306682884,209456.10463369088
2,155555.08790962546,227433.12394701762
3,168835.29893762883,166336.36175589016
4,187090.09073805806,226265.25761993096
5,298786.78213749616,179081.39835150816
6,289881.6637085424,166244.547456359
7,219312.36693727566,192587.39855051826
8,152943.5372807167,204139.42660620206
9,164598.8042625291,173711.85441575205
10,216126.99767131946,207206.74403157667
11,141301.06841268012,218598.0388722472
12,117592.3865908647,181557.67200711876
13,113556.17348586228,266578.95455095853
