Cluster,Biden Votes Weighted,Trump Votes Weighted
0,232209.75707847293,183978.36493836317
1,179983.28741678118,205630.28439167922
2,163261.93929424035,206963.10063484413
3,154540.23502074694,161793.4500449488
4,116448.73469655482,252200.32608120315
5,265060.56702609797,178674.63189440628
6,190115.22928538,187041.51949145846
7,197494.03678224428,175423.71426500415
8,320279.22840963094,138175.56583829582
9,117465.6535086967,201425.48657873628
10,149927.97726168853,209131.72742528713
11,101135.3158391156,253998.61329724727
12,188464.14554483033,209178.9030007171
13,307905.8928355191,195157.31211780885
