Cluster,Biden Votes Weighted,Trump Votes Weighted
0,276297.79699317133,175149.98205501089
1,116561.46259837449,266581.7466961932
2,175101.16119467365,175493.350555063
3,253546.72923233142,185259.61955068025
4,221610.4253846473,197978.68344970356
5,146361.44418843015,228953.7425805476
6,153228.6250712377,211905.98943688645
7,123847.13665146349,230334.64086393043
8,255399.3891027032,155565.9142929542
9,163528.68672795355,170600.29667535474
10,182057.70868573934,209725.0328993101
11,138403.2269622392,195614.38097926904
12,262819.6008113335,145425.23470454142
13,215528.60639570138,210184.385260555
