Cluster,Biden Votes Weighted,Trump Votes Weighted
0,199849.81672352526,201221.89288242193
1,207674.67805817715,182442.47945025898
2,124828.46137254052,257010.33651792305
3,182269.61547134636,210276.66950027112
4,165099.53599569484,177097.7302166038
5,215748.72230884086,213393.31432098086
6,270363.88895238057,181480.49921758389
7,159573.5558798667,158326.2268498698
8,154352.40287802953,201905.38424026643
9,119422.41154650977,267448.84139685996
10,190286.26327716597,220584.13813343455
11,113323.2719074038,178319.3254831442
12,300648.33852122934,129093.88192509074
13,280851.037107289,180172.2798652905
