Cluster,Biden Votes Weighted,Trump Votes Weighted
0,155718.03601319887,227451.82655204748
1,169064.58729313465,166557.18629129615
2,152980.806564078,204116.48416073516
3,113637.28954741833,266829.62674516434
4,215972.32338674547,206983.79688449574
5,181975.27306682884,209456.10463369088
6,289912.498133903,166256.75766276338
7,187118.7939342963,226368.65567423808
8,219309.5429961611,192614.21857128822
9,164551.73674153042,173726.6015181198
10,297820.1403263349,178601.0829387989
11,277222.85837028525,139469.78119645015
12,141342.31728580254,218675.32075439353
13,117665.796340282,181665.556416518
