Cluster,Biden Votes Weighted,Trump Votes Weighted
0,267207.65677336627,178785.19560324933
1,124765.50233192994,257235.51146053107
2,200210.367991484,201922.95174803806
3,162249.9172387343,160825.6560006297
4,119703.92713806994,268009.756800234
5,216099.3443925424,214326.1189074778
6,114113.91167098007,179649.34772817296
7,182328.33637643734,210408.02038309965
8,297619.0852415488,126845.78043816985
9,190625.64934706083,220157.40482240834
10,280947.30653145193,179743.90051263018
11,153735.821522562,200839.105081288
12,210087.58394165072,183564.50208300375
13,164597.58950218113,176459.74843106713
