Cluster,Biden Votes Weighted,Trump Votes Weighted
0,164630.72503366994,173860.6011811933
1,117547.3209702199,181536.58873324355
2,181975.27306682884,209456.10463369088
3,155309.52270193637,227563.71459236898
4,289972.9084848122,166490.72226683886
5,219411.74350377804,192700.0405378636
6,276400.77195995906,139390.4939030819
7,187163.02487651573,225735.06790575324
8,216463.2673094697,207290.21346068234
9,153097.61902772766,204297.00741755648
10,169318.3522922062,166779.25713003826
11,298488.16921368864,178532.18513172265
12,140896.3054070628,218485.94970538473
13,113616.99615212462,266655.05340058106
