Cluster,Biden Votes Weighted,Trump Votes Weighted
0,215926.76770617624,206751.0010070207
1,182006.73485893765,209532.123768407
2,168791.7267310419,166327.46492386056
3,276359.981147683,139197.2790258323
4,187305.29417627194,225917.24810316163
5,141111.27621198655,219016.3225821892
6,290050.6990438142,166534.56521227848
7,155651.4764186904,227273.63621477532
8,113950.57659756205,267487.96558916016
9,219582.19402382252,192418.95280042125
10,118436.89147228423,182354.36058463674
11,152784.37045782414,203943.0720043476
12,297853.26112877287,178513.8050860212
13,164480.75002513203,173505.20309788763
