Cluster,Biden Votes Weighted,Trump Votes Weighted
0,164769.67215929733,173906.33039054208
1,181867.87699539107,209248.4649719166
2,117496.31678095872,181460.8814204504
3,155466.85378727922,228092.99147198413
4,289193.42353539524,166716.82944504812
5,169267.98824683254,166747.83571633376
6,298473.41235224827,178479.33877330724
7,219661.48281124147,192824.60759690046
8,216137.22467758253,206453.66461024186
9,152664.48302556566,203800.85777201512
10,188298.2372428529,225589.25521993992
11,113686.72009215523,266714.8864847128
12,140665.1227753293,218838.4643751233
13,276643.1855178702,139898.59175148397
