Cluster,Biden Votes Weighted,Trump Votes Weighted
0,149908.15561152392,209128.4197047686
1,179577.13058988017,205198.54743686126
2,189162.9020137184,187242.9662746533
3,287761.6868008266,179131.1502472695
4,320304.17342883046,137274.5307412258
5,308995.97183891095,195764.65236679994
6,117503.87587417301,202303.1874497519
7,101278.58638918398,245051.1764310255
8,212267.108795377,199521.34309764646
9,154622.7755497099,161857.25163300266
10,200073.46926329407,177282.37810473083
11,188292.824032958,215013.11818271427
12,162623.23083985824,206716.14798213754
13,111920.108971755,237288.13034741223
