Cluster,Biden Votes Weighted,Trump Votes Weighted
0,280465.32492217346,179282.76995378718
1,160599.01919377173,159189.08729863536
2,119715.28314278788,267918.8385602569
3,164627.11369097247,176496.04368963372
4,208132.5001881389,182789.02890138395
5,153951.52599723422,201227.9827231001
6,200100.85283881356,201699.8392784279
7,125272.31442124302,257517.40571176127
8,216068.9036685323,214544.2587110839
9,190965.60912014171,220875.52769345418
10,113680.99761970111,179005.31567946597
11,269172.3046889358,180090.43653586003
12,299379.64568256616,128098.1235277635
13,182160.60482498736,210038.3417353859
