Cluster,Biden Votes Weighted,Trump Votes Weighted
0,187810.74379690364,210546.63501835222
1,186233.22724590506,184811.93908072013
2,152970.7721236239,159879.60974323188
3,119714.13489682652,251716.1423384425
4,238866.3883177248,178629.812803997
5,319792.8415084133,137087.8834997311
6,117776.27626061685,195432.8424389301
7,149047.9293355703,207772.9679388993
8,180854.93713699596,207185.47129641977
9,307297.6005905649,194228.26674795692
10,249182.14042975064,190345.1978885493
11,115426.34528316291,260973.67326813444
12,161700.62936265816,205721.0997704165
13,197618.03371128265,174441.45816621865
