Cluster,Biden Votes Weighted,Trump Votes Weighted
0,180470.75344495368,206299.77751107552
1,171143.76274800306,224246.54505709448
2,146970.7515725055,198955.76674547055
3,156496.8805234159,159809.25989780555
4,109910.93246006175,258917.64656770672
5,150398.14483786473,224376.07571103354
6,312382.47712480824,133629.82517804863
7,150271.9561308484,209760.94917607444
8,159452.39190255167,209916.88210397147
9,216366.29724486664,188114.8137835579
10,185105.51618382655,185833.76792864397
11,161031.01119736585,205375.44680761985
12,279585.56148606446,159930.07552894493
13,304705.5631428632,193606.16800295224
