Cluster,Biden Votes Weighted,Trump Votes Weighted
0,164568.7423165663,173665.58380512317
1,218904.18388389732,192157.32666740898
2,289908.24582167994,166215.07033082645
3,156079.47673454584,227547.16603843347
4,297551.7233487881,179007.35456463834
5,187171.0603518335,226492.3297518472
6,182037.9142516087,209610.41723457852
7,277795.7608224975,139330.5841780379
8,113727.98371466274,267067.0537642283
9,152852.64539492704,204024.61063544374
10,168199.18791640812,165783.62590906947
11,215816.46930587475,206855.9941723748
12,118127.68720273853,182006.24676036366
13,141550.9189339713,219009.6361876258
