Cluster,Biden Votes Weighted,Trump Votes Weighted
0,171286.7458271513,168596.4620017104
1,273405.1514927739,180085.0525210178
2,121557.26400273314,233051.40435587833
3,274913.44884571515,140181.00124422298
4,116695.32971924341,179676.652061406
5,117700.06311177774,268858.8805077152
6,163516.83356271745,171337.72529331723
7,220286.8340096919,192377.99712390194
8,147755.67469690426,230430.02385307325
9,182378.41930130174,210447.06509885457
10,297321.55595412455,176304.27652649183
11,224070.82363332558,195544.1697086678
12,222257.15631945222,209095.88476574095
13,151146.69952308745,202786.40493800153
