Cluster,Biden Votes Weighted,Trump Votes Weighted
0,155344.8686004196,227605.8087478677
1,152836.44549115494,204000.46536367794
2,113706.68262349689,266830.04797452333
3,276416.45354417077,139604.1310242512
4,298012.3913846751,178398.1578233753
5,289945.5939584587,166901.18305251413
6,118367.68130662234,182286.88549149004
7,168851.9803065332,166386.4896463736
8,187648.74680124852,225832.34224715116
9,164521.31827290208,173595.16899183227
10,219900.38750804262,192814.12589335782
11,216217.729680414,206886.06245651262
12,181905.12253863833,209321.17279761974
13,140616.5979832226,218310.95848945295
