Cluster,Biden Votes Weighted,Trump Votes Weighted
0,154508.29995069833,161375.08079558212
1,166008.67889328982,228068.19751436354
2,216550.91331943966,182955.34180815882
3,255097.59355097593,178175.89889532066
4,313956.01100773196,196633.99082815577
5,164324.64371918823,207812.00047299868
6,191790.99438361512,189191.95856481028
7,172234.92403865673,194458.84443627982
8,180297.7933110801,205916.91853215778
9,150148.4503011972,209347.1233317394
10,106165.69144809821,255342.80763954317
11,118518.5900800075,202320.89204467967
12,316309.1722537918,136555.76444191256
13,178380.24374222907,210618.18069429757
