Cluster,Biden Votes Weighted,Trump Votes Weighted
0,121466.24228764731,232845.69535779115
1,224035.79530758312,195513.39506072432
2,118435.75473155467,181513.40703989528
3,182336.203958642,210363.98119499278
4,163401.4683660465,171264.5434331815
5,222325.7518867732,208293.57703667917
6,117589.85834860441,268358.1525052344
7,147070.86689414177,230297.98255542695
8,220064.6089359218,192657.5047855008
9,151502.0556109546,203158.69120974376
10,274347.2304276794,141683.6696546908
11,299392.3536165495,175989.26300158844
12,169393.41953237494,166879.95626221245
13,272930.3900955264,179953.18090233798
