Cluster,Biden Votes Weighted,Trump Votes Weighted
0,114285.29312278639,267625.327171211
1,297990.71286257554,177643.10490106227
2,288572.1329707474,169689.15495265654
3,276042.6067634457,139507.9351744669
4,135828.06321173286,220470.43058699399
5,152444.40750156902,203793.77193089903
6,219706.8607977103,192654.76125010796
7,155192.599722896,229028.52644081504
8,182091.43123402036,209746.67833479212
9,163951.1620953007,172586.56637907983
10,117474.01152273463,181307.45227071067
11,193778.04078393546,222618.0019459313
12,217461.257204441,205193.21250943854
13,169473.42020610423,166908.07615183463
