Cluster,Biden Votes Weighted,Trump Votes Weighted
0,180908.14020301952,207285.15785561944
1,149104.51508418453,207903.79257126566
2,238182.64279742274,179511.1205234737
3,120089.2759610016,251796.40618079988
4,152909.1923906705,159666.7455217097
5,319948.625967349,136826.75423272452
6,307122.1162884006,194082.06019178085
7,186806.81398996862,185962.03539117143
8,161649.28375432463,205814.5666209944
9,197355.94924593178,174133.9373062495
10,187478.02103006735,209951.28960931936
11,249641.56238053978,189611.05947537767
12,115172.53933081341,260566.8849903514
13,117923.32157630562,195661.1895291623
