Cluster,Biden Votes Weighted,Trump Votes Weighted
0,115776.86963095471,268567.3268427382
1,296537.1356044809,176546.49581076184
2,207773.88545378784,215389.2172627171
3,170787.0941060629,168094.5858066314
4,220545.51573453756,200173.85520764708
5,151875.56720081792,228486.61575987685
6,182375.18039686946,210407.82308499218
7,151594.86084494507,203226.47326239492
8,220274.75387112124,192325.69015700402
9,284104.1922550559,175120.46455206114
10,163390.32694317997,171408.88478399333
11,126500.69334276418,228929.7885400155
12,117046.64948201478,180330.80532975154
13,275709.2751334073,139764.97359941472
