Cluster,Biden Votes Weighted,Trump Votes Weighted
0,199693.80020887684,201081.61851500222
1,119529.68353351166,267419.4139428371
2,154157.6654443287,201449.71462114443
3,208786.97526900243,182241.84548183292
4,182216.25953643976,210160.95683299756
5,216062.9171706176,214366.8399720494
6,268738.12902194326,180114.8629593295
7,114224.70481613456,179675.99195664263
8,164788.5177263038,176722.8678944602
9,124447.85171190588,257056.34158694735
10,298252.76680428087,127778.77222216665
11,280996.8231087734,179640.92570263025
12,190560.69916751623,220676.80938289186
13,161835.2064803646,160386.0389290677
