Cluster,Biden Votes Weighted,Trump Votes Weighted
0,119635.91506161107,267874.55531064584
1,297690.0298134004,126924.45194539969
2,281138.8687227029,179847.84886566745
3,153793.5824556337,200915.7648736529
4,190700.43767579953,220405.30671410172
5,162602.32211961757,161162.7957591802
6,164590.30385363134,176459.82472415266
7,266679.56819046725,178331.2563092983
8,124599.73821557174,256953.75970761097
9,114170.9474258924,179772.40024522328
10,210205.69959440347,183560.29307989063
11,215916.3616067223,214204.60801414153
12,200186.4612426371,201856.94863120373
13,182381.76402190895,210503.18581983095
