Cluster,Biden Votes Weighted,Trump Votes Weighted
0,274198.6805073617,178816.29491863088
1,117545.59501791016,268978.0027199122
2,223154.09985791155,196332.40931692297
3,151221.56874960888,202717.36333359496
4,148617.0097430477,230012.42020275272
5,220247.77712282795,192291.01509361874
6,275595.66740376974,140236.80413910942
7,220512.04220094456,209807.93568458958
8,170500.2617033376,167877.40046411988
9,182440.3022177416,210593.6427408905
10,117426.93574441066,180588.82302803244
11,297017.2696779115,176710.2679482579
12,122290.1507635228,232306.7271004484
13,163524.63928969318,171503.89330911916
