Cluster,Biden Votes Weighted,Trump Votes Weighted
0,164296.7681693069,207737.44864953886
1,180033.0481047403,205392.1922732365
2,316886.7273425477,137076.53353331628
3,118437.06157962822,202179.5672817309
4,255255.38945256293,177996.36944824064
5,171915.72270640658,195498.8717434536
6,105951.4766140417,254853.11831945606
7,178875.67559760634,210543.60427497866
8,215873.04368342902,182495.1865434992
9,191657.3451456059,188847.74875276754
10,154425.5944316869,161342.96012142973
11,150149.91753468802,209337.10354169243
12,313533.10023102735,196500.1157676518
13,167001.12940672183,228972.17974900763
