Cluster,Biden Votes Weighted,Trump Votes Weighted
0,187184.25570862394,226477.48469722975
1,152776.27899747898,203914.7781938373
2,216046.86309805128,207208.93597336122
3,141244.03943605383,218428.49499258454
4,219258.3789571341,192516.49674896643
5,277160.5381035293,139637.06782416234
6,117542.44601075382,181485.85839697192
7,289895.5499895134,166248.7247675665
8,113611.40505188437,266745.69037522405
9,155602.86048758036,227323.57712513907
10,298440.5605501458,179134.55829356224
11,181958.67652295466,209427.8596523167
12,164725.0649854847,173872.8111903828
13,168845.08210081112,166350.66176869496
