Cluster,Biden Votes Weighted,Trump Votes Weighted
0,141378.8486519166,218735.45942937996
1,298196.45371438394,179074.93484798138
2,182006.73485893765,209532.123768407
3,155565.91419564612,227246.9032276845
4,216053.73322786824,207145.3935321746
5,117671.6979369343,181607.00712207894
6,152800.81845233997,203949.6935978742
7,164689.49901669854,173821.77047005604
8,219286.29877828254,192528.9691855428
9,277318.7744954047,139607.0464829473
10,168726.80856997016,166242.48613797687
11,187086.54050035772,226300.20795494757
12,113597.37946735618,266724.24658018525
13,289912.498133903,166256.75766276338
