Cluster,Biden Votes Weighted,Trump Votes Weighted
0,117224.04633075134,180579.87035311072
1,205882.84483086577,216033.8441725755
2,219190.66610520025,192583.38855366083
3,115234.37830157924,267554.07033827686
4,164198.88899539752,172596.18923439443
5,169541.6562728,166994.78977734366
6,127327.4025961739,228078.43954165484
7,299598.85878280184,177167.76915740964
8,151560.5387500148,228263.31396352785
9,182218.24405661068,210023.32950210338
10,151296.47996076805,202711.29466256304
11,285211.253364357,174617.60908086773
12,275296.7459166076,140449.1942334534
13,220509.9957360717,201119.89742905792
