Cluster,Biden Votes Weighted,Trump Votes Weighted
0,200010.89462475115,201504.52127949975
1,182206.00138188933,210131.83265778207
2,124870.47535988553,256415.46173222698
3,216205.64893666867,213599.66448732634
4,280573.45858199307,180400.60816127827
5,191812.69783627777,160243.6277335643
6,190574.74607542474,221088.61109038122
7,119423.17790222849,267772.5994242012
8,148026.62154984497,194425.11975756194
9,117915.95814805856,169053.77003966473
10,148816.80785461425,193757.90891940924
11,302536.05375367624,128165.5776196188
12,296640.1701353547,185054.1280275987
13,164679.28785933222,177159.5690698863
