Cluster,Biden Votes Weighted,Trump Votes Weighted
0,218328.17431763455,199440.97958735772
1,153609.89448616595,212312.62423038238
2,181959.98229808343,209464.7217802976
3,250846.64653322406,158274.8739294088
4,284874.2248020529,173482.6297522507
5,175361.25610602935,174711.62422383478
6,149958.08528198046,228128.87627968454
7,205297.21461131627,216487.96381717155
8,114916.278832014,266854.5980213161
9,266242.62173054944,143769.31345734996
10,163756.20881186504,170933.54457109168
11,136527.3192346175,194477.76961151208
12,127763.45449391118,226372.83185414536
13,254850.63846055558,184060.64888419656
