Cluster,Biden Votes Weighted,Trump Votes Weighted
0,164238.13205799626,172913.13389207056
1,114227.69138424892,267505.14786328824
2,135877.1879527551,220645.7392228841
3,117614.19189162087,181388.71803882418
4,182230.31140553142,210045.4974827903
5,194339.14352287567,222468.20393689227
6,155017.15395795516,229062.26262058117
7,298636.149619165,177975.18429305768
8,219138.48139845734,192233.53436065497
9,287782.74439222214,169327.03100865573
10,276028.95968074317,139757.34099990223
11,217509.96625121485,205058.24306232407
12,152139.32969409652,203443.42788607586
13,169512.55679111718,166949.5353319985
