Cluster,Biden Votes Weighted,Trump Votes Weighted
0,289865.47067604837,167461.6512135519
1,169154.18400543532,166645.3115592587
2,152974.31766053566,204206.94593427336
3,181938.43029093664,209386.37782673797
4,276400.53684675583,139588.90924886113
5,164363.50242743478,173370.11398979923
6,219625.63794769574,192663.88711011797
7,297890.71468904417,178013.67424714883
8,188491.1235938952,225043.70131465112
9,118215.02059122743,182118.45243360323
10,139912.00194317746,219202.76545562645
11,155445.21289763617,228111.71193437808
12,113760.11089514759,266802.9224695124
13,216255.73553502932,206156.5752624794
