Cluster,Biden Votes Weighted,Trump Votes Weighted
0,120660.5047254684,281368.01134835463
1,199963.8379341877,155177.02462307285
2,153109.962421965,198325.2234380801
3,155575.8154473899,229507.55458233974
4,146011.45018723645,201715.94979083067
5,184378.03593324844,215055.02520584114
6,163182.22378181145,171860.48852921938
7,127412.38107645446,180274.8206452205
8,217008.43537421778,208521.9071566766
9,284205.8440898404,140091.61828783882
10,318713.810541141,180888.3253087731
11,158002.87768398764,206782.19176059723
12,263218.64498355944,176962.46037483713
13,192848.1758194915,212242.3989483179
