Cluster,Biden Votes Weighted,Trump Votes Weighted
0,320419.68098171847,136786.33632133756
1,180891.52260296233,207254.1303468446
2,187728.06829454366,209299.35759174344
3,118059.33971386746,196075.61413679752
4,238428.53014676893,179713.77755654044
5,119289.77913024448,252069.85801333914
6,161394.18983893003,205521.1310376259
7,186352.77046452172,185645.32329248986
8,115195.91732917547,260417.00197484065
9,152938.76435189822,159736.01247764128
10,250270.9037502502,189981.31072238323
11,197718.73055409055,174454.372546422
12,306578.128973687,194044.2077038333
13,149025.67386734122,207774.56627816093
