Cluster,Biden Votes Weighted,Trump Votes Weighted
0,307203.4553632469,194148.25730347523
1,161702.4956126862,205867.8816962215
2,115019.3899907492,260150.53848226895
3,117940.21999697892,195672.06124973387
4,186722.2331263365,185901.78590662053
5,197322.65924109748,174091.48551399432
6,238232.8567003249,179827.96669445018
7,152925.72423564646,159692.99355680693
8,120118.43751329438,251881.27490916557
9,249720.25500642808,189645.23167896186
10,180908.14020301952,207285.15785561944
11,149031.56552076078,207810.91252306857
12,319980.838636555,136874.2518397425
13,187463.7288528753,209923.20078987035
