Cluster,Biden Votes Weighted,Trump Votes Weighted
0,187599.44752579386,210042.67020996232
1,149178.70613354808,208038.39817715436
2,320063.5061777204,136885.58690146016
3,119944.83866573818,251602.8690901933
4,180886.73039938897,207244.36402307634
5,186797.08647968984,185895.53061459318
6,115230.2418540507,260700.96475610242
7,306954.4437917189,194011.7871451437
8,152911.13671958647,159670.4912942256
9,197371.69695381806,174165.9380378099
10,238020.26016125927,179454.6094174862
11,117901.7939531948,195637.42574144615
12,161646.41661154962,205753.1096727061
13,249785.69457294248,189669.25491864007
