Cluster,Biden Votes Weighted,Trump Votes Weighted
0,267802.46559887356,178889.34127112813
1,119673.67468215992,267939.00138146064
2,164619.333233227,176538.7884594595
3,281235.66854402935,180002.1836199348
4,215742.7770064902,214003.55016602672
5,162079.3162768837,160649.2046145033
6,153914.8728217959,201041.6023330532
7,200056.00502645256,201698.9187653885
8,209673.4866511555,183478.34357234533
9,297627.83716979244,127021.05601697897
10,182265.64644397376,210265.85471534156
11,190825.81432775807,220627.51862323302
12,124630.16591131363,256932.8575222908
13,114144.93630609411,179684.77893885536
