Cluster,Biden Votes Weighted,Trump Votes Weighted
0,173026.27604690933,195437.73887941506
1,117576.74191756292,202119.30506889202
2,164359.9867349386,207974.5261279482
3,178476.71702086233,210903.6706175581
4,254537.35739798227,177612.14237396326
5,313322.79817002296,196188.8020650446
6,150343.08752089308,209650.07342280552
7,180280.02222282888,205880.70174818375
8,192024.64905799684,189605.29533387593
9,106255.9753803791,256063.50391020285
10,154193.47055095178,160870.28633106675
11,316465.64907874836,136316.74109053376
12,168161.08798213617,227523.2268918038
13,215268.18091778702,182626.98613870615
