Cluster,Biden Votes Weighted,Trump Votes Weighted
0,281052.04209974967,180267.55000232544
1,165152.37683231046,177153.820092674
2,124873.34189691445,257145.608576922
3,113366.30148513473,178356.06795623593
4,159573.00033025688,158331.17972968263
5,182265.64644397376,210265.85471534156
6,190189.17417240486,220434.47496175088
7,215482.7149841358,213220.95150177676
8,270534.06874558533,181831.8675712459
9,154422.59643963998,202015.58997363542
10,199823.56697604354,201184.34551973952
11,300928.4112649248,129300.39056376016
12,119412.24219572886,267420.2012765785
13,207216.51613319654,181845.09755833115
