Cluster,Biden Votes Weighted,Trump Votes Weighted
0,216271.4893772381,207114.13797059897
1,168702.42884241586,166237.7442182997
2,140980.05450997292,218810.81377107668
3,117979.5448450975,181911.18090643905
4,113573.0904342687,266553.2389853393
5,277229.2084451217,139409.25489011162
6,153156.63214994664,204382.0658610657
7,219161.69455625775,192517.80186692128
8,164309.12913572596,173362.58555055386
9,187230.8115310215,225777.94232991713
10,182053.54267482588,209643.52439358347
11,155744.04223253427,227931.12877559057
12,290017.9794477308,166480.58744783775
13,297882.3518178421,178640.9930326648
