Cluster,Biden Votes Weighted,Trump Votes Weighted
0,117220.4000290545,267548.01386004576
1,255265.71958233285,183955.21822838282
2,273415.6149365768,177770.24773673457
3,153911.30998074234,212918.49309153244
4,135701.02627276714,193377.4745927999
5,175882.2767805987,175235.47504091787
6,250416.09763214114,158130.84693725174
7,220602.35717671356,209721.5765128927
8,182130.49311855953,209906.24297191077
9,122030.58175853829,230815.2073036277
10,163641.4996883086,170660.47970087916
11,266396.01497136045,143981.86104115707
12,146141.53763830432,229106.8629337911
13,221537.07043400142,195645.00004807618
