Cluster,Biden Votes Weighted,Trump Votes Weighted
0,290641.7673877789,170712.6546202901
1,114278.57354686155,267768.57591492194
2,182230.31140553142,210045.4974827903
3,153284.11604812276,198538.4788914013
4,163852.49469182055,173143.57329893386
5,284206.3359076031,139803.21606852117
6,146382.733095957,202336.57953879953
7,193354.92946335982,224670.38584903255
8,155574.24090331863,228599.77083997158
9,318702.44227407104,180826.96445707176
10,127877.12557070384,180590.54441230465
11,135895.51872280554,221449.8708281213
12,218208.13361862433,205092.3857676598
13,199803.2773634412,155194.50203017992
