Cluster,Biden Votes Weighted,Trump Votes Weighted
0,136505.8801278765,194433.35365691362
1,220261.0629553346,208967.8147431516
2,163640.21851463558,170647.5321767027
3,146083.03664376936,229244.27629413095
4,255367.87816089304,183836.82815302955
5,273937.794582344,178538.045643122
6,175370.43141315193,174759.98451420292
7,182162.41120654365,209982.04193450068
8,221615.21650310274,195413.11198187593
9,153487.7772028597,212145.1750333005
10,266415.63435265434,143948.86152537263
11,121885.35585885368,231147.32020184133
12,117178.81065998472,267286.006246366
13,250380.49181799582,158422.6478954894
