Cluster,Biden Votes Weighted,Trump Votes Weighted
0,172017.9547207467,195110.34961815408
1,256370.6524748605,178548.33475073602
2,163427.91374928982,207173.65522401585
3,117509.91475621183,202968.37706212178
4,190477.13946339278,187734.87595969724
5,171619.00759951526,228373.84492230433
6,154021.62464461089,160746.196955134
7,180414.55558773596,206144.32183298937
8,149671.87405343738,208682.09183697056
9,106108.01106242459,256231.11922412956
10,215197.48860989665,183072.74268767718
11,311059.7932295751,196234.6583840229
12,318234.5066435348,136333.92770185455
13,178161.5634047674,211418.50384019237
