Cluster,Biden Votes Weighted,Trump Votes Weighted
0,256665.74825385583,184889.2057493482
1,120223.88498068438,276782.4658010605
2,164052.3611528937,171567.6932084509
3,151490.74090924344,208590.81170496676
4,136497.67847696212,194223.57094954027
5,253599.32628276083,158075.7539037784
6,215977.63739552422,206381.2322305635
7,183682.31632852345,213493.7916084904
8,153702.73343018553,212541.79114105646
9,264775.3001771151,175810.95394704083
10,149519.7211075618,228152.77519756
11,195635.04060033962,208025.48968258334
12,262676.91809723276,144788.07056684027
13,175792.59280711698,175449.39430872002
