Cluster,Biden Votes Weighted,Trump Votes Weighted
0,270181.6186970337,181263.4587019881
1,119408.27316835626,267409.3864916489
2,113427.24938641426,178543.24154043957
3,215516.86636154435,213289.7792658819
4,182269.61547134636,210276.66950027112
5,300587.2603902303,129028.62185909742
6,154235.83526144174,201682.69456790294
7,281086.95527719223,180284.097766431
8,124840.55391580042,257045.4281141979
9,159700.49855776102,158450.1178660825
10,165100.49692290745,177098.5512311276
11,190345.68246233783,220592.49315106397
12,207742.24527819213,182532.66432485962
13,199848.84884944168,201275.7956190072
