Cluster,Biden Votes Weighted,Trump Votes Weighted
0,110001.58359568627,260866.83758644393
1,184204.46972069534,184420.08705407154
2,140622.04682473565,194364.95905291944
3,153109.84367846482,157964.79441374246
4,148738.57526175317,207296.79559617245
5,218823.96171868243,186856.79387347877
6,278264.71599499317,161711.27654739693
7,160325.70051308614,204451.16646574117
8,314014.6842620588,133953.6693460839
9,163763.25833184444,210182.94264503356
10,181019.68090522735,207385.22509841394
11,157290.41382212855,229114.69656613295
12,169203.31045511976,227302.31945367032
13,304909.75491552375,192901.43630069846
