Cluster,Biden Votes Weighted,Trump Votes Weighted
0,117482.75743217804,180502.37660054394
1,182488.66500119938,210707.74052702772
2,150627.6452941175,201934.0488432821
3,274060.2222327278,180084.2644218094
4,223828.84578956285,195658.10295295715
5,219620.2676098326,192320.59551530948
6,169825.51672026602,167293.09868235243
7,121829.13271001434,233150.25861138094
8,298854.9272984945,176605.2725857325
9,147733.2263579804,229926.86040512554
10,164066.30489048496,172209.8657165258
11,274717.64496246044,140412.4546396899
12,117682.71695982508,269026.5760901019
13,221474.1267408558,208941.48440816096
