Cluster,Biden Votes Weighted,Trump Votes Weighted
0,127101.29046143717,228608.44858716265
1,151733.43426223175,228050.47764036708
2,220434.21798512212,200728.0822258743
3,168411.09491050555,166019.93010495897
4,182332.60353032112,210279.95608260488
5,298553.83535275364,176968.40276852972
6,219208.7551331631,192289.2461923954
7,163518.8993213879,171625.15905757406
8,151853.3378855921,203563.52462660574
9,115406.64737901794,268076.2668500383
10,118555.4254581262,181657.01027082503
11,285444.64565564116,174926.02188456437
12,206188.29461783182,215993.05766274864
13,275549.5180468681,139987.4160457506
