Cluster,Biden Votes Weighted,Trump Votes Weighted
0,164957.31505753935,176916.88946257034
1,280324.993265429,179899.55504685864
2,208327.74636005767,182201.45588661626
3,161532.99001559496,160171.48539211665
4,199986.39421055777,201221.2615102755
5,182323.13342714676,210389.67907905247
6,269427.96542148275,180720.18477146345
7,216201.95179375293,213431.27745772692
8,124819.6945309969,257077.21823557862
9,119482.65945335696,267613.92106598674
10,190357.23974872648,220730.78438219783
11,298658.82606469654,127943.65398144159
12,114017.37161035443,179393.842056861
13,153873.71904030722,201061.79167125374
