Cluster,Biden Votes Weighted,Trump Votes Weighted
0,319269.63805306907,136168.32283899473
1,249140.8966572658,190338.9688456014
2,185529.453182525,185065.29339424186
3,181039.81216426502,207548.1480086001
4,115342.20033509965,260873.24085257796
5,307934.34602588636,194743.7752185539
6,239247.25943220235,179038.92705736667
7,148914.07230851718,207599.51298653948
8,187538.01822811563,209193.2060274102
9,119835.4841762645,252483.91079159692
10,197690.91181908658,174576.5528759473
11,161451.53998075624,205574.23899311066
12,152893.28144895265,159742.75178285813
13,118465.08618799364,195826.15032660047
