Cluster,Biden Votes Weighted,Trump Votes Weighted
0,150367.75493207667,227870.44356850564
1,153514.65743878885,212149.20523881033
2,114846.13470441134,267248.68145681417
3,203771.70599381672,217184.39120663507
4,265238.29658440576,143837.48578792103
5,136718.5514374477,194702.50830064766
6,175535.10664915162,174936.85527251288
7,163763.7546345098,170958.84931229183
8,285830.03034154495,172785.55732016178
9,252906.19597790003,157364.20895816037
10,253620.16694653287,184757.9276418181
11,217704.67726144084,199412.17256971207
12,128443.99055321567,225943.11280815094
13,182030.97654475688,209621.60055785792
