Cluster,Biden Votes Weighted,Trump Votes Weighted
0,255081.5080939734,184259.7141697044
1,208196.8675745106,213823.36243369838
2,282665.94188109075,174446.71282149153
3,153612.90107664914,212317.73783630162
4,219749.16752785153,199467.95999563797
5,175846.1579516701,175137.6916987081
6,126284.90851247282,228120.6019307381
7,265607.1010245713,144046.31529455344
8,136096.58971198308,194108.15933294926
9,163889.7306385437,171132.3665389099
10,251511.09987345408,158192.4281289678
11,148350.86428951693,228159.58539261398
12,115577.99949081207,266375.53192582674
13,181821.16235290025,209184.8324998986
