Cluster,Biden Votes Weighted,Trump Votes Weighted
0,286269.19844819134,173681.14865597253
1,137009.5526215587,195157.88441383705
2,265911.943790235,144079.40022193285
3,203715.86195910504,216555.0982507511
4,182002.67324815842,209570.52121072152
5,153269.46666612427,211700.9550308345
6,252365.3337909535,157198.80468892315
7,150028.8073667432,227746.91468381917
8,163792.92879809873,171000.66252223885
9,175453.13480811668,174873.22893869103
10,218196.03016025003,199872.07035843132
11,253498.66703949036,184690.74220804655
12,127792.53234345542,225233.7535409882
13,114985.86895951904,267411.815274812
