Cluster,Biden Votes Weighted,Trump Votes Weighted
0,281829.9494113108,174605.34430432483
1,265768.8580478293,144015.34288797766
2,220026.00996421257,199223.54204153904
3,136020.64109033317,194044.67656263465
4,153627.13893632108,212339.41885638452
5,175697.54880120474,174882.97617852138
6,115779.15451278546,266310.5703935061
7,209198.4217479512,213060.04790862923
8,181698.1316233955,208963.54651456914
9,125847.12582485532,228673.7996768685
10,163839.91290185315,171043.01742298997
11,255702.50411823834,184638.14329521707
12,148225.82024633916,228683.42761481495
13,251030.7827733699,158289.1463420228
