Cluster,Biden Votes Weighted,Trump Votes Weighted
0,299626.81984358665,128706.95086462439
1,182265.64644397376,210265.85471534156
2,280450.09996445343,179721.97058749592
3,113725.15886924589,179121.768171046
4,216591.52799107844,214447.80948810367
5,190982.03225518344,220913.0993288992
6,164855.7527379657,176823.68679212694
7,199800.38700594348,201270.06339716745
8,160399.30809458217,158896.0885602856
9,119480.88149718723,267529.672755849
10,153942.41941542202,201154.10582453766
11,269913.028928343,180153.89750916066
12,124758.52689028316,257168.93503999923
13,207500.41006275133,182599.09696536252
