Cluster,Biden Votes Weighted,Trump Votes Weighted
0,262615.2136030702,145106.83935168202
1,146363.2964598788,229078.07040572108
2,175075.076243598,175537.17086457953
3,221460.97522495553,197305.66886284115
4,276521.01161424903,176319.39508005336
5,163474.67737555318,170507.19817639267
6,215854.32437265146,209419.21432794805
7,182069.79799849502,209749.91496073196
8,255340.6661144251,155520.5111553097
9,153178.32359073413,211824.46918649258
10,253629.63323161556,185234.93181087123
11,116805.916714683,267003.83443723235
12,138576.22480442864,195765.97800466648
13,123326.86265166204,230399.8033754776
