Cluster,Biden Votes Weighted,Trump Votes Weighted
0,152665.53129049062,159391.02338321408
1,180899.21886439205,207266.1976409447
2,249168.98632072037,189011.19771621877
3,161965.99314579013,205998.7302678117
4,187543.7571719035,210358.0229892094
5,320055.6548095745,137091.7065835884
6,149183.26485824893,207968.42689406086
7,120474.69412284554,251404.22147633712
8,237987.8072720649,179633.88938710184
9,115320.14090335555,261096.44692608033
10,197911.96403189684,174632.79119421652
11,185986.4905322537,184749.91980630485
12,117973.15354504778,195959.06180693003
13,307155.3431314152,194211.36392798115
