Cluster,Biden Votes Weighted,Trump Votes Weighted
0,275692.62379357015,140596.75253287842
1,182239.96464873198,210133.21807652092
2,116664.59778337552,268445.7895793618
3,280234.89094696083,175998.8699868036
4,219964.99755659938,192292.6034511919
5,163559.42180205343,171631.2135217623
6,118903.54770024007,181882.04771726782
7,221904.45669744836,199242.28480051574
8,124573.80245214194,230206.53228910215
9,212379.93443453647,212438.7136994602
10,298673.0174275034,177754.9298137581
11,167808.7576310973,165495.9827623948
12,150151.70333577457,229468.3816217187
13,151540.28378996623,203185.68014726328
